review_id,review_text,url_review
22,"Менеджеры по продажам максимально не компетентные люди, не умеют выстраивать коммуникацию с клиентом и звонят в не уместное время, не все живут по Московскому времени и заинтересованы только в выполнение своих KPI, если человек не берет трубку наверное он занят и не нужно названивать с разных номеров",https://yandex.ru/maps/org/netologiya/205031471256/
24,"Завершила курс ""Аналитик данных"" в Нетологии. Наполняемость курса поражает, информации много, преподаватели качественно ее преподносят, вебинары структурированы и информативны, сроки сдачи домашних работ удобны (особенно для тех, кто совмещает работу и учёбу). Команде сопровождения и куратору по дипломной работе отдельное спасибо! Все четко и оперативно 👍",https://yandex.ru/maps/org/netologiya/205031471256/
26,"Хочу сказать отдельное спасибо и выразить благодарность координатору Александре Белогусской! Офигенный специалист! Всегда поможет, подскажет. Четко, понятно, без воды. проходила обучение в Нетологии, если бы не вебинары с Александрой, не знаю справилась бы с домашкой и итоговой работой или нет. Лучший координатор. В теме обучения. Знает многое и даже больше. Спасибо Нетологии за таких крутых сотрудников!",https://2gis.ru/firm/4504127917404605
27,"Впечатление от обучении в Нетологии положительное, лекции ведут спикеры, после лекций домашнее задание. Курс мне понравился, интересный.",https://www.sravni.ru/shkola/netologiya/otzyvy/983236/
28,"Обучалась на курсе «Фотограф», получила его в подарок. Снимать любила с детства, но камерой совсем не умела пользоваться. В процессе курса узнала массу полезной информации, которая помогла обрести уверенность! Съемки стали для меня не только частью жизни, хобби, но и возможностью з дополнительного дохода. В процессе обучения возникали трудности, связанные с тем, что иногда сильно отставала от группы, однако все подобные вопросы решались в мою пользу. Отдельное спасибо координатору Екатерине! Она всегда помогала и поддерживала в процессе обучения! Преподавательский состав курса также понравился, здорово, что обучали сразу несколько профи. В общем, я очень довольна, спасибо! Как очень приятный бонус - диплом :)",https://yandex.ru/maps/org/netologiya/205031471256/
29,"Курс ""Python-разработчик с нуля"".
 Если вы новичок в IT и сомневаетесь, потянете ли вы программирование, справитесь ли с новым объемом информации, то этот курс именно для вас, докажет обратное, что все возможно. Программа курса построена гибко и с учетом потребностей ученика. Основное преимущество - максимальный уклон на практику,
 да, как и везде, любая программа дает вам только старт в изучении, а дальше все зависит от вас. Только дисциплина, огромное желание учиться и готовность работать над собой выведут вас на новый уровень.
 Обучение можно легко совмещать с работой и другими делами - никаких жестких рамок, только ваш темп и прогресс.
 Все модули выстроены логично и грамотно. Если вы что-то упустили, всегда можно вернуться, пересмотреть материал и закрепить знания. поддержка курса тоже на высоте, вопросы не зависают ""на недели"", специалисты оперативно включаются и вступают в диалог и помогают разобраться в любой ситуации.
 Курс действительно насыщенный, информации много, и это нормально. В этом и заключается суть профессии - учиться, пробовать, ошибаться и идти дальше. Новичок - это не приговор, это начало.",https://yandex.ru/maps/org/netologiya/205031471256/
30,"Давно хотел научиться программированию. Подвернулась на глаза реклама обучающей площадки «Нетология» — хорошенько ознакомился с условиями, с отзывами и программой предлагаемого обучения. Менеджеры по телефону вежливо ответили на все вопросы, сделали хорошую скидку, после чего я решился приобрести курс Fullstack разработчик на Python и в общем то по истечению 5 месяцев нисколько не жалею. Материал подается доступно, дедлайны адекватные. Имеются различный формат домашних заданий — тренажеры по программированию, квизы, тесты, и самостоятельный формат заданий с публикацией удаленных репозиториев для проверки. В процессе обучения слаженный коллектив всегда держит руку на пульсе, если у кого-то возникают какие-то трудности — всегда придут на помощь. Команда аспирантов чуть ли не 24/7 отвечают на вопросы студентов. Вебинары ведут отзывчивые и знающие свое дело эксперты (Тимур Анвартдинов, Олег Булыгин, Елена Никитина и все-все) огромный им респект, всегда приятно посидеть послушать их материалы, на все вопросы компетентно готовы ответить. В общем и целом я доволен своим выбором и если кому-то нужна будет моя рекомендация — я могу смело назвать «Нетологию». Также от себя хочу порекомендовать компании развивать свою базу статей учебных/блог/ библиотеку/ media контент или что-то в этом роде, чтобы студенты могли внутри сайта найти учебный материал — что даст дополнительную лояльность студентов, а также это даст эффект рекламы когда другие люди будут искать материал и в поисковиках результаты будут вести на сайт «Нетологии». А еще здорово было бы сделать тренажер для дополнительной отработки навыков в рамках темы, которую сейчас изучают студенты. Понятно что есть codewars hackerrank и тому подобные, но когда есть своё это другое.",https://www.sravni.ru/shkola/netologiya/otzyvy/984065/
31,"Прохожу курс по «Python-разработчик с нуля» и хочу отметить, насколько продуманно выстроена программа. Она идельно подходит для тех, кто начинает погружаться в IT и хочет освоить новую профессию с азов. Обучение охватывает практически весь необходимый спектр знаний — от базовых концепций до более сложных тем, с упором на практику. Это позволяет не просто теоретически понимать материал, а сразу применять его для решения реальных задач.
 Особенно радует гибкий график — он позволяет совмещать работу, обучение и другие дела. Поддержка специалистов на всех этапах находится на высоком уровне.
 Хотелось бы отметить преподавателя Тимура. Лекции проходят легко, непринужденно и при этом сожержательно. Обьясняет сложные темы доступно. Тимур располагает к себе как специалист- чувствуется, что он постоянно в процессе обучения и искренне желает помочь студентам.
 В целом, программа очень насыщенная, успех во многом зависит от личной дисциплины, упорства, готовность всегда расти и изучать дополнительные материалы, но пройдя все трудности, мы получаем
 не просто знания, а навыки разработчика.",https://www.sravni.ru/shkola/netologiya/otzyvy/983996/
33,"Достоинства
 Во время неудачных поисков работы в интернете заинтересовалась курсом Нетологии, который, можно сказать, изменил к лучшему мой внутренний настрой: перестала нервничать и с удовольствием прослушала лекции. Были моменты, которые меня интересовали в первую очередь: их слушала по нескольку раз, чтобы принять к сведению.
 За старание объяснить идею и детали лекции, за внимание к учащимся - моя благодарность лекторам, а также координатору.
 Кроме того, в школе устроен основательный список литературы по перечисленным темам, из которого по желанию можно выбрать книги для самостоятельного, более старательного, изучения вопроса.
 
 Недостатки
 Согласна, что хочется больше общаться с другими людьми, но, к сожалению, я не умею это делать в условиях онлайн-обучения../",https://tutortop.ru/school-reviews/netologiya/#89862
34,"Обучаюсь на python-разработчика, обучениее проходят онлайн, есть как лекции так и видео материал, который можно посмотреть в любой момент, всё понятно, также есть мессенджер где тебе ответят на любой вопрос и помогу с решение любой задачи, обучение и компанией очень даволен, спасибо ти огромное",https://www.sravni.ru/shkola/netologiya/otzyvy/984691/
35,"Достоинства: Качественное обучение. Много практики. Знания пригодны к применению в реальной работе. Хорошая обучающая платформа. Внимательное отношение к студентам.
 Недостатки: Некоторые задания допускают неоднозначное понимание студентами, что приводит к лишней переписке.
 Заканчиваю обучение по программе ""Системный аналитик"". В целом понравилось. Мои ожидания оправдались. Ниже привожу свои впечатления и некоторую информацию об учебе в Нетологии. Надеюсь она кому-нибудь окажется полезной.
 Обучение качественное.
 o Занятия ведут опытные преподаватели, имеющие достаточно большой практический опыт. То есть учат тому, чем пользуются сами, а значит, досконально знают предмет.
 o Каждый урок содержит как теорию, так и практику, закрепляющую теоретические знания.
 o Занятия построены методически грамотно. Видно, что курсы готовили профессиональные методисты по обучению. В результате уроков теоретический материал действительно остается в памяти.
 
 o Практика приближена к реальным задачам. Практические занятия состоят из двух частей: первая часть рассматривается преподавателем на вебинаре, а вторая – самостоятельная (домашнее задание или тест на обучающей платформе). Домашние задания проверяет преподаватель. Если в результате проверки есть замечания, то предоставляется возможность их устранить и сдать работу на проверку еще раз. Домашние задания лучше делать качественно. То есть, не относиться к ним «лишь бы сдать». Тогда их можно будет использовать в реальной работе. Убедился в этом на собственном опыте. Например, у меня на работе обратили внимание, что я стал лучше делать UML-диаграммы и описывать бизнес-процессы с использованием BPMN-диаграмм.
 В Нетологии есть программы и курсы повышения квалификации для людей с разным уровнем подготовки. Подходящую для себя программу или курс здесь найдет любой: и начинающий и уже имеющие опыт работы. Нужно только правильно подобрать программу или курс. Кстати, Нетология помогает в этом.
 Среда Нетологии реально помогает найти интересную для себя работу по завершении или в ходе обучения. Это одно из направлений, которому Нетология уделяет немалое внимание.
 Хорошая обучающая платформа, которая постоянно развивается, чему уделяется большое внимание. В качестве примера можно привести тот факт, что средства, отключенные в результате санкций (такие как miro, discord) были заменены на аналогичные с подобной функциональностью. Перерывов в обучении из-за этого не было.
 По результатам успешного обучения выдаются официальные документы о прохождении обучения: диплом (для программы обучения профессии) или документ о повышении квалификации
 Если обучение оплачено самостоятельно, что Нетология выдает все необходимые документы для получения налогового вычета.
 Нетология имеет Государственную лицензию на образовательную деятельность.
 В итоге хочу сказать, что Нетология – это целый мир для самосовершенствования. Здесь больше количество программ и курсов обучения по разным профессиям и направлениям. Кроме того, появляются новые интересные программы и формы обучения. Только успевай осваивать )))
 Видно, что специалисты Нетологии уделяют большое внимание совершенствованию существующих программ и разработке новых, востребованных на рынке труда. Есть канал для обратной связи от студентов. После каждого урока, модуля и программы в целом предлагают оставить отзыв (что понравилось/ не понравилось/ что улучшить). На собственном опыте убедился, что наша обратная связь используется Нетологией (от этой обратной связи есть реальная отдача), то есть мы не напрасно пишем. Рекомендую писать.
 Здесь есть развитая система скидок на новые программы для уже закончивших обучение.
 В целом, я удовлетворен обучением и рад, что выбрал именно Нетологию. Полученные знания и навыки действительно помогают в реальной работе. Намерен пройти еще ряд курсов помимо текущего. Рекомендую.",https://otzovik.com/review_17580394.html
36,"Хорошие курсы, прохожу уже второй. Материал подается в понятном формате. Классные преподаватели и интересные задания. Подробно описана траектория прохождения курса и возможные траектории после. Отдельно стоит отметить службу поддержки и сотрудников по ту сторону экрана, которые моментально отвечают и помогают решить любыть возникающие в процессе вопросы. Рекомендую!",https://www.sravni.ru/shkola/netologiya/otzyvy/984397/
37,"В июне я завершила онлайн-обучение в Нетологии по специальности «Экономист-Финансист» и хочу поделиться своим опытом.
 Состав занятий: презентация по теме (ее можно было скачать и распечатать);
 
 разбор этой презентации в формате видеолекции (под видео можно было оставлять вопросы);
 практика - тест, домашнее задание с проверкой преподавателем по соответствующей теме (по домашке был дедлайн 7 дней, по необходимости его можно было продлить еще на 7 дней); дополнительный материал.
 Блоков с темами много, все их физически в данном формате не перечислить )
 По завершении курса я получила диплом установленного образца.
 Преподаватель Иван Акименко 🔥🔥🔥, понятно на пальцах объяснил сложную тему!",https://2gis.ru/firm/4504127917404605
38,"В настоящее время сын проходит обучение в Нетологии. Курс —тестировщик. Сыну 13 лет. Учится ему нравится, нравится преодолевать сложности, преподаватели и кураторы на связи 24/7. Нравится также, как родителю, что некоторые преподаватели дают не рыбу, а удочку, что верно и не расслабляет. Многие преподаватели правильно дотошны, доводят до идеала домашние работы. Приучают не относиться поверхностно к своей работе, а учеба-это как работа. Если у 13 го получается учиться летом! То у всех кто реально стремится к выбранной цели-абсолютно точно будет получаться все на курсе. Нетология не для ленивых! Поэтому и имеет хорошую репутацию. Осталось учиться не так долго, очень хочется закрепить на практике, но пока не знаем куда можно обратиться. Трудолюбивые и целеустремленные приходите учиться в нетологию. Это не отзыв просто так, это реальный опыт.",https://www.sravni.ru/shkola/netologiya/otzyvy/984895/
39,"Проходила курс SQL и получение данных. Для меня, как для новичка в этой теме, курс был сложный, но полезный. Очень много новой информации, подробный разбор кейсов, преподаватель подробно отвечает на каждый вопрос, а дружелюбный куратор всегда поможет, успокоит и даст совет. Лично мне как новичку в этой теме, было сложно усваивать информацию, но уверена, что она мне пригодится в будущем. Еще хочется отметить неудобство расписаний занятий. Практика походила по вечерам после работы, в одно и то же время, ориентировочно с 7 до 10 вечера. Очень непросто держать такой темп, благо записи вебинаров выручали. Очень полезная штука, благодарю, что продумана такая функция.",https://yandex.ru/maps/org/netologiya/205031471256/
40,"Завершила курс ""Аналитик данных"" в Нетологии. Наполняемость курса поражает. Информации много, преподаватели качественно ее преподносят, вебинары структурированы и информативны, сроки сдачи домашних работ удобны (особенно для тех, кто совмещает работу и учёбу). Команде сопровождения и куратору по дипломной работе отдельное спасибо! Все четко и оперативно 👍Рекомендую 👍",https://yandex.ru/maps/org/netologiya/205031471256/
41,"Обучался на саунд-дизе. Все прошло четко. Подтянул знания связанные со звучком и познакомился с крутыми людьми) Уже спустя пару лет работаем вместе до сих пор.
 
 Сейчас пошел на сценарный курс. Пока ожидаю",https://yandex.ru/maps/org/netologiya/205031471256/
42,"Всем привет!
 Делюсь впечатлениями по прохождению курса Тестировщик ПО. Курсами доволен полностью, учитывая свой нулевой уровень знаний по теме. Обучение неспешно и подробно погружает в специальность студента. Преподаватели нескучно подают материал, подогревая интерес даже к самым повседневным задачам. Отдельно хочется поблагодарить преподавателя Анатолия Слабоденюка, он лучший, подогревает интерес и сохраняет энтузиазм студентов на курсе.
 Круто работает команда нетологии, помощь присутствует на каждом этапе и в любой ситуации, за что я очень благодарен!",https://yandex.ru/maps/org/netologiya/205031471256/
43,"Прошла курс «Системный аналитик», осталась очень довольна. Профессионально и в то же время доходчиво преподнесена информация. Несколько раз, за время обучения, переводилась в другие группы, так как из за основной работы не хватало времени. Переводы были быстрые, менеджеры всегда шли на встречу и предлагали разные варианты обучения.",https://yandex.ru/maps/org/netologiya/205031471256/
44,"Хочу оставить отзыв о площадке для обучения Нетология. Прохожу курс по IT-тестированию. Случайно наткнулась на рекламу в интернете и она меня привлекла тем, что старт в IT-профессии можно начать с этого курса. Так же на решение повлияла удобная система оплаты с возможностью рассрочки. Оставила заявку, связался менеджер, все подробно рассказав. Нетология выдает сертификаты об обучении, а так же дипломы об образовании. Все очень серьезно и интересно)) Курс удобно проходить, есть график всех занятий с примерным временем, необходимым для изучения блока. Лекции и вебинары с преподавателями. Для проверки и закрепления материала предусмотрены домашние задания с проверкой. Обратная связь с преподавателями и кураторами, чат одногруппников. Один на один в обучении вас точно не оставят) С удовольствием могу посоветовать данную площадку для образования.",https://yandex.ru/maps/org/netologiya/205031471256/
45,"Прохожу обучение ""Инженер по тестированию"". Каждая тема широко освещена. Актуальная программа — рассматриваются современные инструменты.
 Практико-ориентированный подход — много домашних заданий и реальных кейсов.
 Поддержка менторов — проверка ДЗ, разбор ошибок, ответы на вопросы.
 Гибкий формат — можно совмещать с работой (вебинары + записи).
 Подготовка к трудоустройству — помощь в составлении резюме и собеседованиях.",https://www.sravni.ru/shkola/netologiya/otzyvy/985785/
47,"Закончила наконец обучение по курсу дизайнер интерьера! Много информации было дано. Но и много самостоятельного изучения. В целом - основы, азы, изучение Архикада, скетчапа. Много бесплатных дополнительных уроков - английский, например. Есть комьюнити, в котором все общаются, делятся информацией и уже даже после обучения. также предлагают практику - существующие проекты, требующие выполнения дизайн-проектов.
 От преподавателей всегда быстрая обратная связь. Хочу выделить наиболее понравившихся мне преподавателей, действующих дизайнеров со своей историей, которые всегда готовы прийти на помощь - Анна Никитина и Наталья Мартынова. А также координаторов Ольгу Кохнович и Наталью Павлову. На протяжении курса я успела выйти в декрет, родить ребенка и уйти в декрет снова)) Мне дали шансы закончить учёбу без дополнительных плат, всегда шли на уступки, с пониманием относились к реальным бытовым проблемам. На пол года оформляла академический отпуск, обучение было заморожено. Все преподаватели и координаторы помогали, как могли, были на связи.
 Я искренне рада, что обучалась в Нетологии по профессии ""Дизайнер интерьера"". С нетерпением жду, когда пришлют диплом государственного образца о переподготовке.
 Спасибо большое Нетологии!",https://yandex.ru/maps/org/netologiya/205031471256/
48,"Хочу поделиться своими впечатлениями от обучения по курсу «Фотография» от Нетологии. Недавно получила диплом, но практикой начала заниматься уже на третем месяце обучения. Так что к концу курса у меня уже было готово портфолио, что дало мне возможность без затруднений влиться в сообщество фотографов и зарабатывать. Курс почти в 10 месяцев весьма содержателен по материалу, довольно подробно изучили техническую часть фотографии, особое спасибо Екатерине Разиной за передачу своего опыта и лайфхаки в фотографии) изучили композиционно-художественную составляющую фотографии, особенно впечатлила экспертность преподавателей в данном направлении. Спасибо вам огромное, Юрий Бессуднов, Олег Цербаев! К каждому практическому заданию даны подробные инструкции по его выполнению, что позволяет без труда попрактиковать навыки именно в фотографии и не тратить много времени на выяснение других вопросов. Курс оказался полезен не только вам фотографии, но и в маркетинге, в правильной коммуникации с клиентами, даже были советы как практически организовать свою работу без лишней траты времени. Всегда была обратная связь от преподавателей, все комментарии доброжелательны и направлены именно на мотивацию и дальнейшую работу в данном направлении. Курсом осталась очень довольна и хочу продолжить учиться в Нетологии)",https://www.sravni.ru/shkola/netologiya/otzyvy/986454/
49,"Прохождение курса в Нетологии стало для меня полезным и вдохновляющим опытом. Материалы были хорошо структурированы, а преподаватели доступно объясняли сложные темы. Особенно мотивировала поддержка кураторов — их оперативные ответы и советы помогали не сдаваться. Практические задания позволяли сразу применять знания, что укрепляло понимание. Благодаря гибкому графику я могла совмещать обучение с работой. Рекомендую Нетологию тем, кто хочет получить актуальные навыки в удобном формате!",https://www.sravni.ru/shkola/netologiya/otzyvy/986332/
50,"Долго думал на какой платформе обучаться и выбрал нетологию и не капли не пожалел, отличный ритм обучения, кураторы всегда на связи, проверка ДЗ быстрое и при проверки укажут на ошибки и как их лучше доработать. Насчет других онлайн школ незнаю, но знаю точно что не капли не пожалел что выбрат НЕТОЛОГИЮ!",https://www.sravni.ru/shkola/netologiya/otzyvy/986307/
51,"Достоинства: Алгоритм создания дизайн-проекта, разбор реальных кейсов, обратная связь, чат обучающихся
 Недостатки: не хватает времени на изучение программ
 Курс оправдал мои ожидания. Получила представление о профессии, навыки работы в основных программах - Архикад, Фотошоп, SketchUp. Есть много бонусных уроков, которые можно пройти самостоятельно, без аттестации, например, как создавать фотореалистичные визуализации.
 
 По итогу курса получила алгоритм создания дизайн-проекта.
 Есть домашние задания, получала отличную обратную связь от дизайнеров-экспертов на курсе. Координаторы и поддержка пытаются помочь в решении всех возникающих вопросов.
 Спасибо всем, кто трудился над созданием этого курса. Я считаю, это хороший старт погружения в профессию дизайнер интерьера.
 
 P.S. Не стоит рассчитывать, что сразу после этого курса вы станете великолепным дизайнером. Это так не работает)) У великолепных дизайнеров как минимум 5 лет академического образования за плечами. Прежде всего это труд самого студента.",https://otzovik.com/review_17594460.html
53,"С июня этого года учусь на расширенном курсе 1С Программист. Успешно прошла уже 2 модуля.
 Лекции проходят в формате предписанных видео, на лекции разбирается как устно материал, так и на примере программы 1С, после каждого блока предусмотренны домашние задания, которые проверяют эксперты, а раз в неделю проходят вебинары для разбора пройденного материала с ответами на заданные вопросы по блоку. Соответственно что не понятно по пройденному материалу эксперты разберут повторно на вебинаре.
 Обучение проходит интересно, пока все понятно. В дальнейшем у нас будут курсовые работы и дипломная работа.
 Также я выбрала расширенный курс из-за возможности изучения конфигураций платформы, мобильного приложения и помощи в сдаче экзамена в 1С.
 Хоть и основное обучение проходит 11 месяцев, а на расширенном курсе 17 месяцев, но знаний я получу намного больше, если пройду обучение за 3-4 месяца.",https://www.sravni.ru/shkola/netologiya/otzyvy/986930/
54,"Решение начать обучение на курсе «Инженер по ручному тестированию» стало важным шагом для меня, в новую профессиональную жизнь. Помню, когда я только погрузилась в программу курса — передо мной открылись совершенно новые горизонты в IT-сфере. Программа оказалась невероятно насыщенной и практико-ориентированной. Особенно ценными были: практические задания по тестированию веб-приложений, обучение работе с тестовой документацией, изучение современных инструментов тестирования. Больше всего меня вдохновляло осознание того, что я получаю реальные навыки, которые впоследствии можно применить на практике. Возможность работать с такими актуальными инструментами, как Jira, Postman, Git. Конечно, не все давалось легко, особенно сложными были первые шаги в освоении технических аспектов тестирования и работы с документацией. Но благодаря поддержке кураторов, возможности задавать вопросы, регулярным практическим занятитям мне удалось приодолеть все трудности. В результате мне удалось освоить основные методики ручного тестирования и научиться работать с тестовой документацией. Этот опыт стал отличным фундаментом для дальнейшего профессилнального роста.",https://www.sravni.ru/shkola/netologiya/otzyvy/986845/
56,"Достоинства
 Онлайн формат. Открываю курс в свободное время, которое к тому же могу дробить.
 Короткие видеоуроки. Позволяют бороться с прокрастинацией и переваривать информацию.
 Нет воды. Теория только нужная, сформулирована ёмко. Преподаватель показывает, как применить каждый тег и свойство на практике.
 Посильные домашние задания. Достаточно, чтобы напрячь мозги и применить теорию, но в то же время не задержаться на решении на много дней.
 
 Другие впечатления
 На меня произвело большое впечатление, что в ""Нетологии"" тебе не просто дают нужную информацию, а помогают её понять и запомнить. Я немного знакома с методиками эффективного обучения, и потому замечаю все эти фишки с дроблением уроков на короткие кусочки, объяснением абстракций через понятные аналогии и прохождением тестов не для аттестации, а для закрепления теории в долговременной памяти. Считаю, что именно такой подход отличает настоящих преподавателей от просто лекторов.
 
 На момент написания отзыва я прошла два модуля из большого курса, но уже сейчас могу сказать, что свою программу-минимум я выполнила. Появилось комплексное понимание верстки, смотрю на сайты и понимаю, как сделаны разные элементы. Сама могу придумать решение для верстки контента в CMS (я работаю контент-менеджеров) и понять, почему что-то не работает, а раньше приходилось долго искать в поисковике.",https://tutortop.ru/school-reviews/netologiya/#90346
